;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;0,0;41,525427277936096;39,89143530486154;46,552789913165206;48,468886020940275;41,6407514795177;35,70065458587538;18,551424592093685;15,268232758216216;-71,22414851040786;-63,0744419788425;-56,157595177235635;-50,846441627200385;-47,20227794989313;0,0;1,0
1;0,0;45,4363639311632;44,9181826248665;50,81487173159739;50,78134337797305;45,09195804504489;39,963597753477686;23,626638705048002;18,53158472740343;-67,3864379856296;-59,182948683848615;-52,46710664538475;-47,141748857289365;-43,82334959324051;0,5;2,0
2;0,0;46,84684194553484;48,6125702284565;56,31731321605013;51,86752744235769;47,05954887210581;38,42505455704652;26,703314214751487;21,469865238352803;-64,28839878591474;-55,98893182649838;-49,17090167246491;-44,159077940930096;-40,59457016956276;1,0;3,0
3;0,0;48,121953327983356;52,728585128786094;60,55259119049573;57,31928521767702;48,95574261429768;42,8837345722225;30,759739353592025;29,620115139469373;-59,182948683848615;-51,03324215228326;-44,733926680137785;-39,96508074019487;-36,66609717171772;1,5;4,0
4;0,0;51,60843724202806;59,412447859594465;64,77963438046905;63,616722495912946;53,138166844441734;52,17404896575704;37,694943911370274;31,890108267309007;-55,501744909309494;-47,20227794989312;-40,233185038050735;-34,93623667424207;-31,3017016116719;2,0;5,0
5;0,0;49,74826375543213;56,23639444541155;64,68954263975101;69,0032470519914;64,50532785243378;60,261341319888345;49,18032447909483;43,670188204569264;-50,66357403840299;-42,52567701190371;-35,533387529506975;-30,591491553026486;-27,479376317434355;2,5;6,0
6;0,0;48,25265655467251;59,98150108934873;65,61978706778616;64,51372572314993;57,63817637009279;51,09536173403167;42,267642448841;35,83703972044641;-53,40703789890922;-45,01264223900363;-38,55477939881613;-33,73580076848796;-30,378765256110785;3,0;7,0
7;0,0;51,65425313103356;61,02357484254615;67,69508500890728;66,81143951800071;59,57264194064699;58,33301822525779;48,94669147263923;37,594738344602774;-50,48447718534447;-42,66865784769699;-36,45206031364976;-31,52860317022103;-28,158016104300636;3,5;8,0
8;0,0;49,04153227568688;56,258248109123656;66,45588760570396;61,23852909351335;57,95732452623737;50,85837287731937;39,13690687173309;33,34160639969654;-54,46116490922928;-46,22659904607587;-39,70500473513272;-34,995627604014075;-31,061611985793935;4,0;9,0
9;0,0;50,73359929778947;56,22943898864931;68,27426327727417;68,92848390639398;60,427525619937626;51,36516249550846;41,98752118529001;32,2775218926766;-53,67168866508044;-45,34953337195822;-38,13847802765048;-32,18229786309254;-27,436213993703493;4,5;10,0
10;0,0;51,17544988066246;56,530231659135175;72,61918453971639;65,28749552157976;60,87690937365883;52,989115206221754;44,79948800530331;38,0843431756458;-50,22257122354151;-42,2123243667956;-35,1762765342774;-30,0606912039457;-25,786800437302258;5,0;11,0
11;0,0;52,07165700454684;60,111981852924295;66,81188250938808;66,91431201760356;60,95636900717666;54,04837243775391;47,310479403259784;37,53144519626873;-50,846441627200385;-42,81403177899228;-36,39936516939041;-31,63925294222025;-28,27405722026704;5,5;12,0
12;0,0;51,07134803215;55,1074068478701;61,26604461482995;62,24162772000754;59,264378293011376;48,016061198892224;40,03773082595855;39,818749176528314;-56,157595177235635;-48,03013165305762;-41,42810278083283;-36,612091466306104;-33,029463751836055;6,0;13,0
13;0,0;52,09205372299494;53,91396175081131;63,097564776070705;62,42625050296603;56,048864989370834;45,01236966174156;36,21916769349176;39,027205544141715;-56,157595177235635;-48,03013165305762;-41,30401653280714;-36,522821516721955;-32,94787146273353;6,5;14,0
14;0,0;52,83595375783558;59,90985704549384;69,41813575585705;66,03720917906236;59,39316906712341;52,771100013039614;44,458524485769374;35,316104184240174;-50,5825650163228;-42,49029655712677;-35,90581263107522;-31,061611985793935;-27,87780181544434;7,0;15,0
15;0,0;51,45541659880414;61,57772067141653;67,84116604423372;71,74155843909969;58,27512489081367;53,896047434001595;47,012002013040956;39,551922822182206;-48,653291292865354;-40,31525704682628;-33,73580076848796;-28,915636760962443;-25,782156955921746;7,5;16,0
16;0,0;52,463582254877934;55,74668319375852;66,15765826461036;65,05010801794175;59,04773138010916;50,58297140800651;42,273200374779805;38,42302698766415;-53,78750264517783;-45,44823772546847;-38,64502321982191;-33,41945518428073;-30,128483857456153;8,0;17,0
17;0,0;51,90883292109446;57,11719074661622;67,24716546075813;68,10132933474381;64,6038612371739;51,53185626892502;43,58871783250666;38,790913019284034;-51,51861364682198;-43,78228148061933;-37,42022690983759;-32,36745863500595;-28,50383764056803;8,5;18,0
18;1,0;44,74581875369185;62,01422927936647;59,708338524798776;64,56679409327771;59,229053247467505;55,940349918479825;49,78854815068275;30,810937196321863;-59,42763781218885;-51,51861364682198;-45,25193807959649;-40,48176482250891;-36,922661087872115;0,0;1,0
19;1,0;41,47763797441674;54,76253934305751;47,082993173822956;47,156230037400675;46,96393326974836;43,744908406064226;33,201625468756745;34,70689572583922;-78,26779887263511;-70,30899869919436;-63,0744419788425;-57,24474842368749;-50,939339728115655;0,5;2,0
20;1,0;38,745305918422524;43,78495082718285;55,542659418209006;62,49925678989899;60,1960397860494;55,425142482370944;54,164883517205844;41,09881975883024;-66,22659904607586;-57,63962958760263;-50,39629480724336;-44,28839878591474;-39,70500473513272;1,0;3,0
21;1,0;48,8617846854452;66,91256224945062;62,50217825592561;65,27297763964253;55,56493150708907;51,805008554002;44,13433234070298;38,41538348150448;-73,40703789890922;-64,73392668013778;-57,05384206556288;-43,46054508275024;-35,36076254146589;1,5;4,0
22;1,0;50,27214297146081;70,7547803428299;64,21662707526937;71,48850010297674;67,0364680897621;62,09664782201674;53,06385561893619;51,483206037359125;-53,40703789890922;-45,498013733542365;-38,62237421184374;-33,59518726934584;-30,026992268801948;2,0;5,0
23;1,0;52,35244165582361;67,38389959808664;68,75013658842485;72,30978800474357;62,040168390404126;56,46190137551699;50,78533499795241;37,053797046029985;-63,0744419788425;-54,891958466351475;-46,44650673210513;-36,941280365394356;-30,618452432318506;2,5;6,0
24;1,0;46,863508738699615;51,7452645734349;50,947854668172496;50,24263678970759;53,03715341632308;41,72595893132229;33,193119023374024;33,935710668455606;-70,30899869919436;-62,009531739778005;-55,04043882793561;-50,22257122354151;-47,021941583505615;3,0;7,0
